CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Pattern,Group
SYR,[1284536-8463316],[1346990-8500111],[1412577-8545539],[1481235-8624158],[1549657-8720520],[1607069-8814176],[1666499-8887919],[1728013-8951328],[1791855-9000174],[1858391-9039007],[1927742-9061057],[2000263-9090451],[2075735-9138742],[2151036-9179915],[2220190-9221059],[2262600-9259701],[2293300-9288043],[2325300-9319769],[2353600-9348049],[2383500-9375266],[2413945-9403844],[2532835-9418778],[2646466-9426273],[2681061-9805134],[2732221-10307409],[2735957-10824415],[2733373-11355687],[2774789-11892453],[2846108-12421409],[2930901-12956680],[3047132-13496455],[3135083-14039512],[3230698-14584467],[3313471-15126408],[3419048-15661221],[3524506-16185541],[3670704-16698277],[3796038-17198588],[3927213-17690345],[3958723-18188570],[4027887-18684936],[4138012-19179115],[4175950-19674408],[4114826-20176831],[4166664-20694870],[4265762-21234892],[4401365-21799703],[4588599-22389513],[4839396-23009066],[4987573-23656184],[5076732-24333777],[5183688-25044389],[5312437-25784533],[5399162-26543182],[5469724-27304259],[5535002-28054939],acf,8
SST,[1284536-8463316],[1346990-8500111],[1412577-8545539],[1481235-8624158],[1549657-8720520],[1607069-8814176],[1666499-8887919],[1728013-8951328],[1791855-9000174],[1858391-9039007],[1927742-9061057],[2000263-9090451],[2075735-9138742],[2151036-9179915],[2220190-9221059],[2262600-9259701],[2293300-9288043],[2325300-9319769],[2353600-9348049],[2383500-9375266],[2413945-9403844],[2532835-9418778],[2646466-9426273],[2681061-9805134],[2732221-10307409],[2735957-10824415],[2733373-11355687],[2774789-11892453],[2846108-12421409],[2930901-12956680],[3047132-13496455],[3135083-14039512],[3230698-14584467],[3313471-15126408],[3419048-15661221],[3524506-16185541],[3670704-16698277],[3796038-17198588],[3927213-17690345],[3958723-18188570],[4027887-18684936],[4138012-19179115],[4175950-19674408],[4114826-20176831],[4166664-20694870],[4265762-21234892],[4401365-21799703],[4588599-22389513],[4839396-23009066],[4987573-23656184],[5076732-24333777],[5183688-25044389],[5312437-25784533],[5399162-26543182],[5469724-27304259],[5535002-28054939],acf,8
BEL,[1284536-8463316],[1346990-8500111],[1412577-8545539],[1481235-8624158],[1549657-8720520],[1607069-8814176],[1666499-8887919],[1728013-8951328],[1791855-9000174],[1858391-9039007],[1927742-9061057],[2000263-9090451],[2075735-9138742],[2151036-9179915],[2220190-9221059],[2262600-9259701],[2293300-9288043],[2325300-9319769],[2353600-9348049],[2383500-9375266],[2413945-9403844],[2532835-9418778],[2646466-9426273],[2681061-9805134],[2732221-10307409],[2735957-10824415],[2733373-11355687],[2774789-11892453],[2846108-12421409],[2930901-12956680],[3047132-13496455],[3135083-14039512],[3230698-14584467],[3313471-15126408],[3419048-15661221],[3524506-16185541],[3670704-16698277],[3796038-17198588],[3927213-17690345],[3958723-18188570],[4027887-18684936],[4138012-19179115],[4175950-19674408],[4114826-20176831],[4166664-20694870],[4265762-21234892],[4401365-21799703],[4588599-22389513],[4839396-23009066],[4987573-23656184],[5076732-24333777],[5183688-25044389],[5312437-25784533],[5399162-26543182],[5469724-27304259],[5535002-28054939],acf,8
SGP,[1284536-8463316],[1346990-8500111],[1412577-8545539],[1481235-8624158],[1549657-8720520],[1607069-8814176],[1666499-8887919],[1728013-8951328],[1791855-9000174],[1858391-9039007],[1927742-9061057],[2000263-9090451],[2075735-9138742],[2151036-9179915],[2220190-9221059],[2262600-9259701],[2293300-9288043],[2325300-9319769],[2353600-9348049],[2383500-9375266],[2413945-9403844],[2532835-9418778],[2646466-9426273],[2681061-9805134],[2732221-10307409],[2735957-10824415],[2733373-11355687],[2774789-11892453],[2846108-12421409],[2930901-12956680],[3047132-13496455],[3135083-14039512],[3230698-14584467],[3313471-15126408],[3419048-15661221],[3524506-16185541],[3670704-16698277],[3796038-17198588],[3927213-17690345],[3958723-18188570],[4027887-18684936],[4138012-19179115],[4175950-19674408],[4114826-20176831],[4166664-20694870],[4265762-21234892],[4401365-21799703],[4588599-22389513],[4839396-23009066],[4987573-23656184],[5076732-24333777],[5183688-25044389],[5312437-25784533],[5399162-26543182],[5469724-27304259],[5535002-28054939],acf,8
DZA,[1284536-8463316],[1346990-8500111],[1412577-8545539],[1481235-8624158],[1549657-8720520],[1607069-8814176],[1666499-8887919],[1728013-8951328],[1791855-9000174],[1858391-9039007],[1927742-9061057],[2000263-9090451],[2075735-9138742],[2151036-9179915],[2220190-9221059],[2262600-9259701],[2293300-9288043],[2325300-9319769],[2353600-9348049],[2383500-9375266],[2413945-9403844],[2532835-9418778],[2646466-9426273],[2681061-9805134],[2732221-10307409],[2735957-10824415],[2733373-11355687],[2774789-11892453],[2846108-12421409],[2930901-12956680],[3047132-13496455],[3135083-14039512],[3230698-14584467],[3313471-15126408],[3419048-15661221],[3524506-16185541],[3670704-16698277],[3796038-17198588],[3927213-17690345],[3958723-18188570],[4027887-18684936],[4138012-19179115],[4175950-19674408],[4114826-20176831],[4166664-20694870],[4265762-21234892],[4401365-21799703],[4588599-22389513],[4839396-23009066],[4987573-23656184],[5076732-24333777],[5183688-25044389],[5312437-25784533],[5399162-26543182],[5469724-27304259],[5535002-28054939],acf,8
PRT,[1284536-8463316],[1346990-8500111],[1412577-8545539],[1481235-8624158],[1549657-8720520],[1607069-8814176],[1666499-8887919],[1728013-8951328],[1791855-9000174],[1858391-9039007],[1927742-9061057],[2000263-9090451],[2075735-9138742],[2151036-9179915],[2220190-9221059],[2262600-9259701],[2293300-9288043],[2325300-9319769],[2353600-9348049],[2383500-9375266],[2413945-9403844],[2532835-9418778],[2646466-9426273],[2681061-9805134],[2732221-10307409],[2735957-10824415],[2733373-11355687],[2774789-11892453],[2846108-12421409],[2930901-12956680],[3047132-13496455],[3135083-14039512],[3230698-14584467],[3313471-15126408],[3419048-15661221],[3524506-16185541],[3670704-16698277],[3796038-17198588],[3927213-17690345],[3958723-18188570],[4027887-18684936],[4138012-19179115],[4175950-19674408],[4114826-20176831],[4166664-20694870],[4265762-21234892],[4401365-21799703],[4588599-22389513],[4839396-23009066],[4987573-23656184],[5076732-24333777],[5183688-25044389],[5312437-25784533],[5399162-26543182],[5469724-27304259],[5535002-28054939],acf,8
IRL,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
SAU,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
KEN,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
BOL,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
SLV,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
MYS,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
AUT,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
NOR,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
OSS,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
IRQ,[596722-4561167],[632543-4592914],[670816-4624644],[716059-4658034],[765269-4692726],[817880-4726878],[874399-4763809],[935127-4803163],[1000339-5002622],[1070470-5280598],[1158441-5569344],[1256443-5867813],[1363223-6176424],[1479144-6495467],[1605055-6827089],[1721638-7171881],[1781187-7530312],[1840829-7900771],[1900220-8252794],[1958984-8598020],[2016836-8945817],[2073469-9296245],[2129084-9649988],[2184095-10005012],[2239207-10359298],[2294926-10711420],[2351397-11060240],[2408436-11408373],[2466365-11672389],[2525390-12005277],[2585758-12530092],[2647697-13043393],[2710899-13544924],[2806400-13987889],[2911991-14410083],[3016077-14832182],[3118184-15254338],[3217857-15678730],[3295901-16116490],[3350272-16580792],[3416773-17081302],[3455773-17623296],[3494337-18203393],[3525438-18810106],[3548398-19425837],[3582588-20038440],[3630155-20642052],[3684159-21239029],[3744286-21835263],[3805760-22439328],[3867496-23057927],[3923169-23692309],[3964379-24337188],[4005463-24982007],[4046661-25612976],[4088024-26219511],acf,9
NZL,[2475106-8378309],[2617551-8589875],[2805663-8844641],[3008542-9058607],[3228277-9280894],[3467913-9507272],[3729876-9769946],[4014571-9936764],[4316529-10156372],[4627311-10413985],[4939148-10664094],[5247643-11074072],[5555627-11290185],[5872359-11474822],[6309161-11779960],[6733689-11937005],[7013662-12171388],[7307127-12445771],[7614735-12726720],[7936404-13025604],[8263659-13353678],[8460827-13729219],[8661211-14125510],[8861423-14665417],[9065217-15449458],[9271384-16273936],[9479178-17142769],[9688900-18054557],[9900143-19006016],[10111114-19987330],[10321196-20996319],[10529464-21980806],[10736714-22874515],[10948110-23784324],[11171753-24722076],[11412465-25690536],[11672821-26694599],[11952234-27727558],[12245974-28789375],[12548813-29871710],[12855589-30969126],[13166097-32234680],[13481761-33724717],[13802361-35244638],[14128605-36779946],[14460575-38318098],[14797485-39855413],[15141201-41393377],[15494241-42945776],[15863485-44535525],[16246753-46185503],[16646250-47900902],[17060460-49666838],[17488372-51473761],[17928701-53316419],[18377852-55184476],acf,10
